symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
EXFY,Expensify Inc. Class A Common Stock,$0.8292,-0.0208,-2.447%,585070,77205095.0,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/exfy
SEAT,Vivid Seats Inc. Class A Common Stock,$7.16,0.23,3.319%,74355,77082813.0,United States,,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/seat
XPL,Solitario Resources Corp. Common Stock,$0.835,0.015,1.829%,236121,76999514.0,United States,,Precious Metals,Basic Materials,/market-activity/stocks/xpl
NTIC,Northern Technologies International Corporation Common Stock,$8.10,0.00,0.00%,1939,76885208.0,United States,,Industrial Specialties,Industrials,/market-activity/stocks/ntic
HNNA,Hennessy Advisors Inc. Common Stock,$9.73,0.09,0.934%,3720,76790882.0,United States,,Investment Managers,Finance,/market-activity/stocks/hnna
INTG,Intergroup Corporation (The) Common Stock,$35.65,-1.50,-4.038%,19763,76605148.0,United States,,Building operators,Real Estate,/market-activity/stocks/intg
GCL,GCL Global Holdings Ltd Ordinary Shares,$0.6056,-0.0204,-3.259%,17420,76498317.0,Singapore,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/gcl
BARK,BARK Inc. Class A Common Stock,$8.85,-1.00,-10.152%,218991,76478788.0,United States,2020,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/bark
PTHS,Pelthos Therapeutics Inc. Common Stock,$22.74,-1.64,-6.727%,34752,76305048.0,,2024,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/pths
AEI,Alset Inc. Common Stock (TX),$1.96,0.11,5.946%,23834,76235827.0,United States,2020,Real Estate,Finance,/market-activity/stocks/aei
WWR,Westwater Resources Inc. Common Stock,$0.6101,-0.0221,-3.496%,600864,76081271.0,United States,,Metal Mining,Basic Materials,/market-activity/stocks/wwr
SGA,Saga Communications Inc. Class A Common Stock (FL),$11.60,0.16,1.399%,2433,76056804.0,United States,,Broadcasting,Consumer Discretionary,/market-activity/stocks/sga
AISP,Airship AI Holdings Inc. Class A Common Stock,$2.21,-0.12,-5.15%,311442,75962478.0,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/aisp
MXCT,MaxCyte Inc. Common Stock,$0.71,-0.0041,-0.574%,620906,75871614.0,United States,2021,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/mxct
FBIO,Fortress Biotech Inc. Common Stock,$2.35,-0.16,-6.375%,1614047,75676025.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/fbio
OM,Outset Medical Inc. Common Stock,$4.10,0.02,0.49%,78278,75077667.0,United States,2020,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/om
STEM,Stem Inc. Class A Common Stock,$8.81,-0.26,-2.867%,72862,75052161.0,United States,2020,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/stem
VRM,Vroom Inc. Common Stock,$14.36,0.73,5.356%,8923,74759208.0,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/vrm
PLCE,Children's Place Inc. (The) Common Stock,$3.37,-0.13,-3.714%,55473,74705786.0,United States,1997,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/plce
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,$5.87,0.01,0.171%,22773,74605252.0,United States,2004,Finance/Investors Services,Finance,/market-activity/stocks/glv
IOR,Income Opportunity Realty Investors Inc. Common Stock,$18.34,0.00,0.00%,1,74573705.0,United States,1987,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ior
XTIA,XTI Aerospace Inc. Common Stock,$2.16,0.08,3.846%,1601625,74538999.0,United States,2014,EDP Services,Technology,/market-activity/stocks/xtia
CXH,MFS Investment Grade Municipal Trust Common Stock,$8.17,0.04,0.492%,22211,74430702.0,United States,1989,Investment Managers,Finance,/market-activity/stocks/cxh
BLUW,Blue Water Acquisition Corp. III Class A Ordinary Shares,$10.27,0.01,0.097%,2207,74406150.0,United States,2025,,,/market-activity/stocks/bluw
LIDR,AEye Inc. Class A Common Stock,$1.64,-0.11,-6.286%,1184426,74367307.0,United States,2021,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/lidr
MIND,MIND Technology Inc. Common Stock (DE),$8.18,-0.73,-8.193%,84929,73931511.0,United States,1994,Industrial Machinery/Components,Industrials,/market-activity/stocks/mind
MHH,Mastech Digital Inc Common Stock,$6.23,0.42,7.229%,18075,73877838.0,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/mhh
NRXP,NRX Pharmaceuticals Inc. Common Stock,$2.23,-0.02,-0.889%,699765,73740815.0,United States,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nrxp
CLNN,Clene Inc. Common Stock,$6.26,0.50,8.681%,81053,73732202.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/clnn
ASPS,Altisource Portfolio Solutions S.A. Common Stock,$6.53,-0.41,-5.908%,13861,73651537.0,Luxembourg,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/asps
ESLA,Estrella Immunopharma Inc. Common Stock,$1.72,0.36,26.471%,1232687,73384192.0,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/esla
SCAG,Scage Future American Depositary Shares,$1.01,-0.07,-6.481%,6048,73335762.0,China,,Construction/Ag Equipment/Trucks,Consumer Discretionary,/market-activity/stocks/scag
SIEB,Siebert Financial Corp. Common Stock,$1.79,0.00,0.00%,13639,73284275.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/sieb
THCH,TH International Limited Ordinary shares,$2.20,0.01,0.457%,1590,73135880.0,China,,Restaurants,Consumer Discretionary,/market-activity/stocks/thch
TOUR,Tuniu Corporation American Depositary Shares,$0.63,-0.099,-13.58%,120458,73096623.0,China,2014,Transportation Services,Consumer Discretionary,/market-activity/stocks/tour
TLSIW,TriSalus Life Sciences Inc. Warrant,$1.19,0.00,0.00%,1400,73083082.0,United States,2021,Medical Specialities,Health Care,/market-activity/stocks/tlsiw
CGTX,Cognition Therapeutics Inc. Common Stock,$0.8174,-0.0203,-2.423%,1002267,73037774.0,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/cgtx
IBIO,iBio Inc. Common Stock,$2.11,0.08,3.941%,640168,72886914.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ibio
MAIA,MAIA Biotechnology Inc. Common Stock,$1.20,-0.09,-6.977%,925955,72805789.0,,2022,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/maia
NNBR,NN Inc. Common Stock,$1.45,-0.02,-1.361%,75826,72775680.0,United States,1994,Industrial Machinery/Components,Industrials,/market-activity/stocks/nnbr
CPBI,Central Plains Bancshares Inc. Common Stock,$17.2701,-0.2299,-1.314%,654,72625174.0,United States,2023,Savings Institutions,Finance,/market-activity/stocks/cpbi
INO,Inovio Pharmaceuticals Inc. Common Stock,$1.05,-0.08,-7.08%,3956055,72546554.0,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/ino
LICN,Lichen International Limited Class A Ordinary Shares,$4.44,-0.07,-1.552%,8891,72491103.0,China,2023,Professional Services,Consumer Discretionary,/market-activity/stocks/licn
IBO,Impact BioMedical Inc. Common Stock,$0.6694,0.0294,4.594%,283167,72175532.0,,2024,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ibo
XGN,Exagen Inc. Common Stock,$3.00,-0.08,-2.597%,127642,72159174.0,United States,2019,Medical Specialities,Health Care,/market-activity/stocks/xgn
SRTS,Sensus Healthcare Inc. Common Stock,$4.38,0.15,3.546%,18008,72103818.0,United States,2016,Medical/Dental Instruments,Health Care,/market-activity/stocks/srts
CBAT,CBAK Energy Technology Inc. Common Stock,$0.811,-0.0001,-0.012%,24844,71891773.0,China,,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/cbat
KNDI,Kandi Technologies Group Inc. Ordinary Shares,$0.8224,0.0008,0.097%,18166,71843412.0,China,,Auto Manufacturing,Industrials,/market-activity/stocks/kndi
TORO,Toro Corp. Common Stock,$3.76,-0.13,-3.342%,10002,71792887.0,Cyprus,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/toro
ZONE,CleanCore Solutions Inc. Class B Common Stock,$0.3409,-0.0231,-6.346%,527612,71778618.0,,2024,Industrial Machinery/Components,Industrials,/market-activity/stocks/zone
BTCS,BTCS Inc. Common Stock,$1.44,-0.07,-4.636%,415714,71646106.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/btcs
YOUL,Youlife Group Inc. American Depositary Shares,$0.9403,-0.0163,-1.704%,10792,71508499.0,China,,Other Consumer Services,Real Estate,/market-activity/stocks/youl
GUTS,Fractyl Health Inc. Common Stock,$0.4504,-0.0066,-1.444%,1507601,71455493.0,United States,2024,Medical/Dental Instruments,Health Care,/market-activity/stocks/guts
DRTSW,Alpha Tau Medical Ltd. Warrant,$0.81,0.0053,0.659%,37677,71287887.0,Israel,,Medical/Dental Instruments,Health Care,/market-activity/stocks/drtsw
BGSF,BGSF Inc. Common Stock,$6.32,0.14,2.265%,21713,71061871.0,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/bgsf
LOOP,Loop Industries Inc. Common Stock,$1.47,0.02,1.379%,33070,71056206.0,Canada,,Major Chemicals,Industrials,/market-activity/stocks/loop
BYSI,BeyondSpring Inc. Ordinary Shares,$1.72,0.01,0.585%,12295,70726090.0,United States,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bysi
XCH,XCHG Limited American Depositary Share,$1.18,0.05,4.425%,9959,70152815.0,Germany,2024,Electrical Products,Industrials,/market-activity/stocks/xch
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,$9.97,0.07,0.707%,64074,70124743.0,United States,1999,Finance/Investors Services,Finance,/market-activity/stocks/cev
ORIQU,Origin Investment Corp I Units,$10.16,-0.04,-0.392%,100,70104000.0,Singapore,2025,,,/market-activity/stocks/oriqu
HAIN,Hain Celestial Group Inc. (The) Common Stock,$0.77,-0.0405,-4.997%,478045,70064410.0,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/hain
CCG,Cheche Group Inc. Class A Ordinary Shares,$0.8664,-0.0324,-3.605%,77236,69983238.0,China,,Specialty Insurers,Finance,/market-activity/stocks/ccg
SPRU,Spruce Power Holding Corporation Class A Common Stock,$3.85,-0.28,-6.78%,24973,69950123.0,United States,2019,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/spru
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),$2.45,0.04,1.66%,406856,69921927.0,United States,1998,Agricultural Chemicals,Industrials,/market-activity/stocks/avd
IFRX,InflaRx N.V. Common Stock,$0.9672,0.0238,2.523%,1152930,69921653.0,Germany,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ifrx
MNOV,Medicinova Inc Common Stock,$1.42,0.01,0.709%,18106,69894169.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/mnov
XBIT,XBiotech Inc. Common Stock,$2.29,-0.03,-1.293%,24602,69816904.0,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xbit
BODI,The Beachbody Company Inc. Class A Common Stock,$9.72,-1.87,-16.135%,129652,69786917.0,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/bodi
NA,Nano Labs Ltd Class A Ordinary Shares,$2.95,0.00,0.00%,25258,69536907.0,China,2022,Semiconductors,Technology,/market-activity/stocks/na
PRPL,Purple Innovation Inc. Common Stock,$0.6381,-0.0246,-3.712%,229875,69423340.0,United States,2015,Home Furnishings,Consumer Discretionary,/market-activity/stocks/prpl
GMM,Global Mofy AI Limited Class A Ordinary Shares,$1.40,-0.12,-7.895%,10586,69395276.0,China,2023,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/gmm
BRID,Bridgford Foods Corporation Common Stock,$7.61,-0.015,-0.197%,9677,69074692.0,United States,,Specialty Foods,Consumer Staples,/market-activity/stocks/brid
CING,Cingulate Inc. Common Stock,$5.94,-0.26,-4.194%,291401,69073961.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cing
SNT,Senstar Technologies Corporation Common Shares,$2.96,0.05,1.718%,17687,69046893.0,Canada,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/snt
TEAD,Teads Holding Co. Common Stock,$0.7112,-0.0017,-0.238%,286837,68980305.0,United States,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/tead
MCHX,Marchex Inc. Class B Common Stock,$1.57,-0.02,-1.258%,5266,68939011.0,United States,2004,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/mchx
UHG,United Homes Group Inc Class A Common Stock,$1.17,0.00,0.00%,7265,68827844.0,United States,2021,Homebuilding,Consumer Discretionary,/market-activity/stocks/uhg
PMVP,PMV Pharmaceuticals Inc. Common Stock,$1.29,-0.01,-0.769%,385611,68794916.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/pmvp
SYPR,Sypris Solutions Inc. Common Stock,$2.97,-0.16,-5.112%,53369,68399011.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/sypr
CLST,Catalyst Bancorp Inc. Common Stock,$16.825,0.00,0.00%,3386,68280847.0,United States,2021,Savings Institutions,Finance,/market-activity/stocks/clst
FSI,Flexible Solutions International Inc. Common Stock (CDA),$5.36,-0.08,-1.471%,4745,68272989.0,Canada,2002,Major Chemicals,Industrials,/market-activity/stocks/fsi
BYFC,Broadway Financial Corporation Class A Common Stock,$7.3264,0.00,0.00%,967,68165793.0,United States,,Savings Institutions,Finance,/market-activity/stocks/byfc
LNSR,LENSAR Inc. Common Stock,$5.63,-0.26,-4.414%,93221,68098403.0,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/lnsr
VIOT,Viomi Technology Co. Ltd American Depositary Shares,$1.00,-0.03,-2.913%,77532,67963472.0,China,2018,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/viot
HOUR,Hour Loop Inc. Common Stock,$1.93,-0.05,-2.525%,41471,67904908.0,United States,2022,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/hour
BDMD,Baird Medical Investment Holdings Ltd Ordinary Share,$1.83,-0.07,-3.684%,182808,67739095.0,China,,Medical/Dental Instruments,Health Care,/market-activity/stocks/bdmd
SLMT,Brera Holdings PLC Class B Ordinary Shares,$0.8259,-0.0359,-4.166%,364801,67719476.0,Ireland,2023,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/slmt
MOB,Mobilicom Limited Ordinary Shares,$5.36,-0.33,-5.80%,93534,67714869.0,Israel,2022,Aerospace,Industrials,/market-activity/stocks/mob
ARBE,Arbe Robotics Ltd. Ordinary Shares,$0.62,-0.0611,-8.971%,693358,67696629.0,Israel,,EDP Services,Technology,/market-activity/stocks/arbe
NEOVW,NeoVolta Inc. Warrant,$1.58,0.01,0.637%,105,67483856.0,United States,,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/neovw
DWTX,Dogwood Therapeutics Inc. Common Stock,$2.02,-0.02,-0.98%,47398,67471137.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/dwtx
SLNG,Stabilis Solutions Inc. Common Stock,$3.62,0.055,1.543%,37585,67318610.0,United States,,Oil/Gas Transmission,Utilities,/market-activity/stocks/slng
AFCG,Advanced Flower Capital Inc. Common Stock,$2.86,-0.01,-0.348%,59192,67292494.0,United States,2021,Real Estate,Finance,/market-activity/stocks/afcg
GNS,Genius Group Limited Ordinary Shares,$0.42,0.0389,10.207%,1508959,67132449.0,Singapore,2022,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/gns
VGAS,Verde Clean Fuels Inc. Class A Common Stock,$1.50,-0.01,-0.662%,15374,66824432.0,United States,2021,Major Chemicals,Industrials,/market-activity/stocks/vgas
FORA,Forian Inc. Common Stock,$2.14,-0.01,-0.465%,46832,66786727.0,United States,,EDP Services,Technology,/market-activity/stocks/fora
LGCL,Lucas GC Limited Ordinary Shares,$1.56,0.0001,0.006%,3248,66753065.0,China,2024,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/lgcl
UFI,Unifi Inc. New Common Stock,$3.59,0.05,1.412%,20201,66705973.0,United States,,Textiles,Consumer Discretionary,/market-activity/stocks/ufi
LFT,Lument Finance Trust Inc. Common Stock,$1.27,0.00,0.00%,111278,66547067.0,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/lft
HTCO,High-Trend International Group Class A Ordinary Shares,$9.01,1.91,26.901%,331716,66541769.0,Singapore,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/htco
AIRG,Airgain Inc. Common Stock,$5.44,0.13,2.448%,100731,66497972.0,United States,2016,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/airg
GEG,Great Elm Group Inc. Common Stock,$2.03,0.01,0.495%,6496,66471443.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/geg
FSP,Franklin Street Properties Corp. Common Stock,$0.64,-0.02,-3.03%,347153,66361818.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/fsp
CLSKW,CleanSpark Inc. Warrant,$0.257,-0.0009,-0.349%,36462,65728499.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/clskw
LFS,LEIFRAS Co. Ltd. American Depositary Shares  ,$2.51,-0.04,-1.569%,7374,65663154.0,Japan,2025,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/lfs
CYPH,Cypherpunk Technologies Inc. Common Stock,$0.7292,-0.0411,-5.336%,3102993,65613138.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cyph
BLNE,Beeline Holdings Inc. Common Stock,$2.14,-0.10,-4.464%,435609,65585370.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/blne
